question	answer	class
Where in France do claret wines come from	Salamander	0
What did mathematician John Napier invent in 1614	Logarithms	1
What did mathematician John Napier invent in 1614	Bugs Bunny	0
What did mathematician John Napier invent in 1614	The United Nations	0
What did mathematician John Napier invent in 1614	Sons and Lovers	0
What was the world’s first high level programming language 1957 	IBM FORTRAN	1
What was the world’s first high level programming language 1957 	Stanley Kubrick	0
What was the world’s first high level programming language 1957 	Greenland	0
What was the world’s first high level programming language 1957 	King Tut	0
Consumption was the former name of which disease	Tuberculosis	1
Consumption was the former name of which disease	Somnos	0
Consumption was the former name of which disease	Granade Throwing	0
Consumption was the former name of which disease	Bullfighting	0
Which American state is nicknamed The Diamond State	Delaware	1
Which American state is nicknamed The Diamond State	Charles Schulz	0
Which American state is nicknamed The Diamond State	Nobody	0
Which American state is nicknamed The Diamond State	Removal of testicle	0
What are the Sirocco, Mistral and Chinook	Winds	1
What are the Sirocco, Mistral and Chinook	Laxatives	0
What are the Sirocco, Mistral and Chinook	Wagon Maker	0
What are the Sirocco, Mistral and Chinook	Wrist	0
Who wrote about Willie Wonka and the Chocolate Factory	Roald Dahl	1
Who wrote about Willie Wonka and the Chocolate Factory	Chrysanthemum	0
Who wrote about Willie Wonka and the Chocolate Factory	Tent Peg	0
Who wrote about Willie Wonka and the Chocolate Factory	Alexander the Great	0
Who, at USA customs declared, nothing but my genius	Oscar Wilde	1
Who, at USA customs declared, nothing but my genius	Deep thud or noise	0
Who, at USA customs declared, nothing but my genius	Romania	0
Who, at USA customs declared, nothing but my genius	Fat Tuesday	0
Issur Danielovitch became famous a who	Kirk Douglas	1
Issur Danielovitch became famous a who	Snoop Doggy Dogg	0
Issur Danielovitch became famous a who	Influenza	0
Issur Danielovitch became famous a who	Polonius	0
Who sailed in the Golden Hind	Sir Francis Drake	1
Who sailed in the Golden Hind	Jewish world athletes	0
Who sailed in the Golden Hind	Athletes foot	0
Who sailed in the Golden Hind	Green	0
 What was the name of the plantation in Gone with the Wind	Tara	1
 What was the name of the plantation in Gone with the Wind	Lace	0
 What was the name of the plantation in Gone with the Wind	Head	0
 What was the name of the plantation in Gone with the Wind	Ottumwa - Iowa	0
Who won the 1988 Superbowl	Washington Redskins	1
Who won the 1988 Superbowl	Electric Guitars	0
Who won the 1988 Superbowl	Comb	0
Who won the 1988 Superbowl	Condor	0
Which group believes in The Great Architect of the Universe	Freemasons	1
Which group believes in The Great Architect of the Universe	Share beds	0
Which group believes in The Great Architect of the Universe	St Agnes	0
Which group believes in The Great Architect of the Universe	Orange	0
Robert Alan Zimmerman real name of who	Bob Dylan	1
Robert Alan Zimmerman real name of who	Tea	0
Robert Alan Zimmerman real name of who	Bishops	0
Robert Alan Zimmerman real name of who	Sinclair Lewis	0
Processed Galena produces which metal	Lead	1
Processed Galena produces which metal	Otto Von Bismarck	0
Processed Galena produces which metal	India	0
Processed Galena produces which metal	Fork	0
Who wrote Gulliver’s Travels (both names)	Jonathon Swift	1
Who wrote Gulliver’s Travels (both names)	Sock Puppets	0
Who wrote Gulliver’s Travels (both names)	Manicurist	0
Who wrote Gulliver’s Travels (both names)	Victoria falls	0
What is a Ha Ha	Sunken Fence	1
What is a Ha Ha	Punch and Judy man	0
What is a Ha Ha	Penicillin	0
What is a Ha Ha	Cologne	0
In Japan what is Seppuku	Hari Kari - suicide	1
In Japan what is Seppuku	Wear wrong bra size	0
In Japan what is Seppuku	High Jump wall	0
In Japan what is Seppuku	Very Mighty Ruler	0
Who discovered blood circulation 	William Harvey	1
Who discovered blood circulation 	Victoria falls	0
Who discovered blood circulation 	A fistful of Dollars	0
Who discovered blood circulation 	Gorilla	0
The dunnock is another name for which common bird	Hedge Sparrow	1
The dunnock is another name for which common bird	Angie Dickinson	0
The dunnock is another name for which common bird	Mummification	0
The dunnock is another name for which common bird	Starfish	0
If someone said they were from Hellas - which country	Greece	1
If someone said they were from Hellas - which country	Flashbulbs	0
If someone said they were from Hellas - which country	Wheelbarrow	0
If someone said they were from Hellas - which country	Eats earth	0
Who was the son of Zeus and Maia - Gods Messenger	Hermes	1
Who was the son of Zeus and Maia - Gods Messenger	Pablo Picasso	0
Who was the son of Zeus and Maia - Gods Messenger	Piles	0
Who was the son of Zeus and Maia - Gods Messenger	A Heron	0
Roy Scherer jr became famous as who	Rock Hudson	1
Roy Scherer jr became famous as who	Marshal Blucher	0
Roy Scherer jr became famous as who	Alcatraz	0
Roy Scherer jr became famous as who	Barber of Seville	0
Who wrote Brave New World (full name)	Aldus Huxley	1
Who wrote Brave New World (full name)	Sneeze	0
Who wrote Brave New World (full name)	J L Webb	0
Who wrote Brave New World (full name)	VW Beetle	0
What links Calabria, Liguria, Puglia and Veneto	Regions of Italy	1
What links Calabria, Liguria, Puglia and Veneto	Father Mulcahy	0
What links Calabria, Liguria, Puglia and Veneto	Bat	0
What links Calabria, Liguria, Puglia and Veneto	Carrots	0
Which city in Rajasthan has riding breeches named after it	Jodhpur	1
Which city in Rajasthan has riding breeches named after it	Yellowstone Park	0
Which city in Rajasthan has riding breeches named after it	France	0
Which city in Rajasthan has riding breeches named after it	Sir Douglas Haig	0
Portugal has had six Kings with what first name	John 	1
Portugal has had six Kings with what first name	Arm Protector	0
Portugal has had six Kings with what first name	Theodore Roosevelt	0
Portugal has had six Kings with what first name	Felix Mendelssohn	0
What martial arts name means gentle way	Judo	1
What martial arts name means gentle way	Sole of Foot	0
What martial arts name means gentle way	Frappe	0
What martial arts name means gentle way	Australia	0
Jean Claude Killy famous in which sport	Skiing	1
Jean Claude Killy famous in which sport	Eritrea	0
Jean Claude Killy famous in which sport	Mickey Rooney	0
Jean Claude Killy famous in which sport	Mark Twain	0
Kimberlite contains what precious item	Diamonds	1
Kimberlite contains what precious item	Love Story - As Hank	0
Kimberlite contains what precious item	The Lotus	0
Kimberlite contains what precious item	Madonna	0
Who directed Dr Strangelove  -  2001 - The Shining (full name)	Stanley Kubrick	1
Who directed Dr Strangelove  -  2001 - The Shining (full name)	Vacuum Cleaner	0
Who directed Dr Strangelove  -  2001 - The Shining (full name)	Tofu	0
Who directed Dr Strangelove  -  2001 - The Shining (full name)	A Pony	0
Rene Lalique - Art Nouveau designer worked what material	Glass	1
Rene Lalique - Art Nouveau designer worked what material	Rhone	0
Rene Lalique - Art Nouveau designer worked what material	The Cockroach	0
Rene Lalique - Art Nouveau designer worked what material	Attend church	0
Who created the children's land of Narnia and Lion Witch Wardrobe	Clive Staples Lewis	1
Who created the children's land of Narnia and Lion Witch Wardrobe	Joseph Hayden	0
Who created the children's land of Narnia and Lion Witch Wardrobe	Citroen 2 seater	0
Who created the children's land of Narnia and Lion Witch Wardrobe	Sophocles	0
What animal lives in a drey	Squirrel	1
What animal lives in a drey	Testing coins	0
What animal lives in a drey	The Red Sea	0
What animal lives in a drey	Robin	0
Why is Louise Brown - born 1978 famous	First test tube baby	1
Why is Louise Brown - born 1978 famous	Drinking Coffee	0
Why is Louise Brown - born 1978 famous	Potato	0
Why is Louise Brown - born 1978 famous	Go into space	0
The title of whose book translates as my struggle	Adolf Hitler	1
The title of whose book translates as my struggle	Being Penniless	0
The title of whose book translates as my struggle	Vacuum Cleaner	0
The title of whose book translates as my struggle	Mr Magoo	0
Anna Mary Robinson - famous American painter - what name	Grandma Moses	1
Anna Mary Robinson - famous American painter - what name	Albert Einstein	0
Anna Mary Robinson - famous American painter - what name	Saint Dennis	0
Anna Mary Robinson - famous American painter - what name	Brisket	0
In which country would you find the Negev desert	Israel	1
In which country would you find the Negev desert	Piano	0
In which country would you find the Negev desert	Carpenters	0
In which country would you find the Negev desert	Squirrel	0
Which character has been played by the most actors	Sherlock Holmes	1
Which character has been played by the most actors	Politicians	0
Which character has been played by the most actors	Saturn	0
Which character has been played by the most actors	Cannibalism	0
In Greek mythology a Hamadryads spirit guarded what	Trees	1
In Greek mythology a Hamadryads spirit guarded what	Hit by Lightning	0
In Greek mythology a Hamadryads spirit guarded what	Pilots Licence	0
In Greek mythology a Hamadryads spirit guarded what	State of Texas	0
Jocasta was the wife of Laius and the mother of who	Oedipus	1
Jocasta was the wife of Laius and the mother of who	Brown	0
Jocasta was the wife of Laius and the mother of who	Napoleon Bonaparte	0
Jocasta was the wife of Laius and the mother of who	Poland	0
Who wrote The Rights of Man - and The Age of Reason	Thomas Paine	1
Who wrote The Rights of Man - and The Age of Reason	Fess	0
Who wrote The Rights of Man - and The Age of Reason	Soap	0
Who wrote The Rights of Man - and The Age of Reason	Mosquito	0
What is the capital of Sicily	Palermo	1
What is the capital of Sicily	Cactus	0
What is the capital of Sicily	Egypt	0
What is the capital of Sicily	Papa	0
What was invented by Dr Edward Land in 1947	Polaroid	1
What was invented by Dr Edward Land in 1947	Mata Hari	0
What was invented by Dr Edward Land in 1947	Plato	0
What was invented by Dr Edward Land in 1947	Sheep	0
Syd Barett, Roger Waters, Richard Wright, Nick Mason - Group	Pink Floyd	1
Syd Barett, Roger Waters, Richard Wright, Nick Mason - Group	Put head in cold water	0
Syd Barett, Roger Waters, Richard Wright, Nick Mason - Group	Australia	0
Syd Barett, Roger Waters, Richard Wright, Nick Mason - Group	Surviving on a raft	0
Carlo Collodi created which famous children's character	Pinocchio	1
Carlo Collodi created which famous children's character	A Crane	0
Carlo Collodi created which famous children's character	German	0
Carlo Collodi created which famous children's character	Nicotine	0
What is mainly extracted from pitchblende	Uranium	1
What is mainly extracted from pitchblende	Wigmaker	0
What is mainly extracted from pitchblende	Juggle	0
What is mainly extracted from pitchblende	Led Zeppelin	0
Which connects Delft, Sevres, Wedgwood, Chelsea	Porcelain	1
Which connects Delft, Sevres, Wedgwood, Chelsea	Bee - from Hebrew	0
Which connects Delft, Sevres, Wedgwood, Chelsea	Last of day before pub	0
Which connects Delft, Sevres, Wedgwood, Chelsea	Henry IV part 1	0
Which country introduced the worlds first diesel loco in 1912	Germany	1
Which country introduced the worlds first diesel loco in 1912	Hole side Volcano	0
Which country introduced the worlds first diesel loco in 1912	Tattoos	0
Which country introduced the worlds first diesel loco in 1912	Priest	0
in 1656 Christian Huygens invented what type of timekeeper	Pendulum clock	1
in 1656 Christian Huygens invented what type of timekeeper	Dark Green	0
in 1656 Christian Huygens invented what type of timekeeper	Tweety Pie	0
in 1656 Christian Huygens invented what type of timekeeper	Bob Dylan	0
Duvali, Dushira and Holi are religious days in which religion	Hindu	1
Duvali, Dushira and Holi are religious days in which religion	Tomato Juice	0
Duvali, Dushira and Holi are religious days in which religion	Good Tidings	0
Duvali, Dushira and Holi are religious days in which religion	King Richard III	0
In what industry did John Davidson Rockefeller get rich	Oil	1
In what industry did John Davidson Rockefeller get rich	Temple	0
In what industry did John Davidson Rockefeller get rich	Duran Duran	0
In what industry did John Davidson Rockefeller get rich	Tim Rice	0
The Mau Mau were terrorists in which country late 50s early 60s	Kenya	1
The Mau Mau were terrorists in which country late 50s early 60s	No One - was not one	0
The Mau Mau were terrorists in which country late 50s early 60s	Birds nests	0
The Mau Mau were terrorists in which country late 50s early 60s	Be Hanged	0
